67027,RIX,198
66795,RIX,89
66973,RIX,173
66797,RIX,90
66799,RIX,91
67025,RIX,197
67029,RIX,199
67031,RIX,200
66737,RIX,60
66739,RIX,61
66917,RIX,150
66935,RIX,158
67013,RIX,191
66919,RIX,151
66975,RIX,174
66677,RIX,30
65961,XLN,1
66005,XLN,22
66403,XLN,217
66051,XLN,45
66317,XLN,175
66229,XLN,132
66141,XLN,89
66053,XLN,46
66143,XLN,90
65963,XLN,2
66319,XLN,176
65965,XLN,3
66111,XLN,74
66405,XLN,218
65967,XLN,4
65969,XLN,5
66147,XLN,91
65971,XLN,6
66149,XLN,92
66321,XLN,177
66151,XLN,93
66323,XLN,178
66231,XLN,133
66153,XLN,94
66233,XLN,134
65973,XLN,7
66235,XLN,135
66407,XLN,219
66055,XLN,47
66237,XLN,136
66239,XLN,137
66325,XLN,179
66543,XLN,281
66241,XLN,138
66057,XLN,48
66435,XLN,233
66327,XLN,180
66329,XLN,181
66439,XLN,234
66437,XLN,234
66155,XLN,95
66157,XLN,96
66331,XLN,182
66333,XLN,183
66059,XLN,49
66159,XLN,97
66409,XLN,220
66061,XLN,50
66161,XLN,98
66163,XLN,99
66335,XLN,184
66165,XLN,100
66337,XLN,185
66339,XLN,186
66063,XLN,51
66243,XLN,139
65975,XLN,8
66065,XLN,52
66167,XLN,101
66245,XLN,140
66411,XLN,221
66169,XLN,102
66171,XLN,103
66173,XLN,104
66067,XLN,53
66441,XLN,235
66483,XLN,252
66069,XLN,54
66341,XLN,187
66485,XLN,253
66247,XLN,141
66175,XLN,105
66445,XLN,236
65977,XLN,9
66447,XLN,237
66343,XLN,188
65979,XLN,10
66345,XLN,189
65981,XLN,11
66071,XLN,55
66177,XLN,106
66179,XLN,107
66249,XLN,142
66073,XLN,56
66449,XLN,238
66487,XLN,254
66251,XLN,143
66253,XLN,144
66255,XLN,145
66075,XLN,57
66531,XLN,276
66533,XLN,277
66535,XLN,278
66537,XLN,279
66257,XLN,146
66451,XLN,239
66413,XLN,222
66489,XLN,255
65983,XLN,12
65985,XLN,13
66545,XLN,282
66347,XLN,190
66181,XLN,108
66349,XLN,191
66259,XLN,147
66077,XLN,58
66183,XLN,109
66079,XLN,59
66453,XLN,240
66261,XLN,148
66415,XLN,223
66551,XLN,285
66417,XLN,224
66553,XLN,286
66555,XLN,287
65987,XLN,14
65989,XLN,15
65991,XLN,16
66507,XLN,264
66509,XLN,265
66511,XLN,266
66513,XLN,267
66351,XLN,191
65993,XLN,17
66353,XLN,192
66355,XLN,193
66081,XLN,60
66541,XLN,280
66547,XLN,283
66357,XLN,194
66359,XLN,195
65995,XLN,18
65997,XLN,19
66185,XLN,110
66083,XLN,61
66361,XLN,196
65999,XLN,20
66001,XLN,21
66003,XLN,22
66265,XLN,150
66263,XLN,149
66085,XLN,62
66007,XLN,23
66443,XLN,235
66187,XLN,111
66267,XLN,151
66419,XLN,225
66189,XLN,112
66191,XLN,113
66009,XLN,24
66363,XLN,197
66523,XLN,272
66525,XLN,273
66527,XLN,274
66529,XLN,275
66087,XLN,63
66269,XLN,152
66365,XLN,198
66367,XLN,199
66089,XLN,64
66091,XLN,65
66271,XLN,153
66093,XLN,66
66011,XLN,25
66095,XLN,67
66455,XLN,241
66013,XLN,26
66457,XLN,242
66097,XLN,68
66499,XLN,260
66501,XLN,261
66503,XLN,262
66505,XLN,263
66369,XLN,200
66015,XLN,27
66459,XLN,243
66461,XLN,243
66099,XLN,69
66463,XLN,244
66017,XLN,28
66193,XLN,114
66195,XLN,115
66019,XLN,29
66421,XLN,226
66197,XLN,116
66021,XLN,30
66273,XLN,154
66371,XLN,201
66023,XLN,31
66275,XLN,155
66373,XLN,202
66423,XLN,227
66277,XLN,156
66199,XLN,117
66279,XLN,157
66281,XLN,158
66375,XLN,203
66025,XLN,32
66377,XLN,204
66101,XLN,70
66103,XLN,71
66491,XLN,256
66283,XLN,159
66201,XLN,118
66285,XLN,160
66105,XLN,72
66203,XLN,119
66107,XLN,73
66205,XLN,120
66027,XLN,33
66379,XLN,205
66109,XLN,74
66207,XLN,121
66465,XLN,245
66029,XLN,34
66467,XLN,246
66113,XLN,75
66381,XLN,206
66425,XLN,228
66031,XLN,35
66033,XLN,36
66115,XLN,76
66117,XLN,77
66119,XLN,78
66121,XLN,79
66123,XLN,80
66209,XLN,122
66211,XLN,123
66427,XLN,229
66035,XLN,37
66213,XLN,124
66037,XLN,38
66469,XLN,247
66383,XLN,207
66385,XLN,208
66471,XLN,248
66125,XLN,81
66127,XLN,82
66387,XLN,209
66475,XLN,249
66313,XLN,173
66215,XLN,125
66287,XLN,161
66039,XLN,39
66559,XLN,289
66129,XLN,83
66289,XLN,162
66291,XLN,163
66131,XLN,84
66133,XLN,85
66557,XLN,288
66293,XLN,164
66295,XLN,165
66493,XLN,257
66041,XLN,40
66297,XLN,166
66515,XLN,268
66517,XLN,269
66519,XLN,270
66521,XLN,271
66299,XLN,167
66217,XLN,126
66135,XLN,86
66145,XLN,90
66043,XLN,41
66473,XLN,249
66301,XLN,168
66389,XLN,210
66303,XLN,169
66305,XLN,170
66429,XLN,230
66391,XLN,211
66045,XLN,42
66479,XLN,250
66477,XLN,250
66307,XLN,171
66495,XLN,258
66309,XLN,172
66497,XLN,259
66047,XLN,43
66311,XLN,173
66481,XLN,251
66219,XLN,127
66393,XLN,212
66395,XLN,213
66221,XLN,128
66397,XLN,214
66431,XLN,231
66433,XLN,232
66223,XLN,129
66049,XLN,44
66399,XLN,215
66225,XLN,130
66227,XLN,131
66137,XLN,87
66401,XLN,216
66315,XLN,174
66139,XLN,88
66549,XLN,284
65833,HOU,158
65643,HOU,83
65589,HOU,56
65479,HOU,1
65481,HOU,2
65535,HOU,29
65697,HOU,110
65591,HOU,57
65483,HOU,3
65485,HOU,4
65595,HOU,58
65797,HOU,152
65800,HOU,152
65537,HOU,30
65487,HOU,5
65939,HOU,201
65593,HOU,59
65812,HOU,154
65699,HOU,111
65701,HOU,112
65753,HOU,138
65645,HOU,84
65597,HOU,60
65941,HOU,202
65647,HOU,85
65599,HOU,61
65539,HOU,31
65806,HOU,153
65649,HOU,86
65651,HOU,87
65955,HOU,209
65785,HOU,150
65779,HOU,149
65824,HOU,156
65541,HOU,32
65653,HOU,88
65489,HOU,6
65835,HOU,159
65959,HOU,169
65543,HOU,33
65837,HOU,160
65491,HOU,7
65655,HOU,89
65857,HOU,170
65859,HOU,171
65861,HOU,172
65863,HOU,173
65865,HOU,174
65493,HOU,8
65830,HOU,157
65703,HOU,113
65957,HOU,9
65495,HOU,10
65497,HOU,11
65601,HOU,62
65603,HOU,63
65827,HOU,157
65705,HOU,114
65867,HOU,175
65818,HOU,155
65499,HOU,12
65657,HOU,90
65869,HOU,176
65545,HOU,34
65788,HOU,150
65773,HOU,148
65707,HOU,115
65659,HOU,91
65661,HOU,92
65895,HOU,189
65913,HOU,198
65915,HOU,199
65547,HOU,35
65709,HOU,116
65663,HOU,93
65503,HOU,13
65711,HOU,117
65693,HOU,94
65505,HOU,14
65839,HOU,161
65691,HOU,95
65841,HOU,162
65815,HOU,155
65605,HOU,64
65713,HOU,118
65871,HOU,177
65667,HOU,96
65843,HOU,163
65717,HOU,119
65873,HOU,178
65669,HOU,97
65549,HOU,36
65607,HOU,65
65715,HOU,120
65507,HOU,15
65875,HOU,179
65551,HOU,37
65671,HOU,98
65673,HOU,99
65877,HOU,180
65889,HOU,186
65901,HOU,192
65903,HOU,193
65553,HOU,38
65555,HOU,39
65609,HOU,66
65675,HOU,100
65677,HOU,101
65803,HOU,153
65611,HOU,67
65719,HOU,121
65613,HOU,68
65615,HOU,69
65679,HOU,102
65721,HOU,122
65845,HOU,164
65681,HOU,103
65617,HOU,70
65776,HOU,148
65619,HOU,71
65847,HOU,165
65621,HOU,72
65893,HOU,188
65909,HOU,196
65911,HOU,197
65509,HOU,16
65683,HOU,104
65759,HOU,140
65947,HOU,205
65557,HOU,40
65937,HOU,200
65723,HOU,123
65943,HOU,203
65725,HOU,124
65761,HOU,141
65782,HOU,149
65511,HOU,17
65513,HOU,18
65559,HOU,41
65685,HOU,105
65727,HOU,125
65515,HOU,19
65887,HOU,185
65897,HOU,190
65899,HOU,191
65729,HOU,126
65561,HOU,42
65687,HOU,106
65731,HOU,127
65733,HOU,128
65735,HOU,129
65737,HOU,130
65879,HOU,181
65625,HOU,74
65623,HOU,73
65809,HOU,154
65821,HOU,156
65739,HOU,131
65763,HOU,142
65741,HOU,132
65743,HOU,133
65563,HOU,43
65765,HOU,143
65627,HOU,75
65767,HOU,144
65689,HOU,107
65517,HOU,20
65519,HOU,21
65881,HOU,182
65629,HOU,76
65565,HOU,44
65883,HOU,183
65745,HOU,134
65747,HOU,135
65567,HOU,45
65521,HOU,22
65523,HOU,23
65569,HOU,46
65525,HOU,24
65527,HOU,25
65571,HOU,47
65573,HOU,48
65791,HOU,151
65529,HOU,26
65849,HOU,166
65575,HOU,49
65794,HOU,151
65885,HOU,184
65891,HOU,187
65905,HOU,194
65907,HOU,195
65577,HOU,50
65749,HOU,136
65757,HOU,139
65769,HOU,145
65755,HOU,146
65665,HOU,108
65631,HOU,77
65633,HOU,78
65635,HOU,79
65579,HOU,51
65851,HOU,167
65751,HOU,137
65531,HOU,27
65581,HOU,52
65583,HOU,53
65771,HOU,147
65585,HOU,54
65637,HOU,80
65953,HOU,208
65587,HOU,55
65533,HOU,28
65853,HOU,168
65949,HOU,206
65695,HOU,109
65639,HOU,81
65945,HOU,204
65641,HOU,82
65951,HOU,207
65187,AKH,194
65033,AKH,117
64879,AKH,40
64801,AKH,1
64881,AKH,41
64803,AKH,2
64805,AKH,3
64807,AKH,4
64955,AKH,78
64883,AKH,42
64885,AKH,43
64809,AKH,5
65189,AKH,195
64957,AKH,79
65035,AKH,118
65111,AKH,156
64811,AKH,6
65113,AKH,157
65037,AKH,119
64959,AKH,80
65039,AKH,120
65041,AKH,121
64961,AKH,81
65309,AKH,225
64963,AKH,82
65191,AKH,196
65043,AKH,122
65045,AKH,123
64887,AKH,44
65337,AKH,239
64965,AKH,83
64889,AKH,45
64813,AKH,7
65115,AKH,158
65047,AKH,124
65431,AKH,240
64815,AKH,8
64891,AKH,46
65117,AKH,159
65119,AKH,160
65463,AKH,280
65121,AKH,161
65049,AKH,125
65225,AKH,211
65445,AKH,271
64893,AKH,47
65288,AKH,221
64817,AKH,9
65051,AKH,126
65339,AKH,241
65123,AKH,162
64967,AKH,84
64895,AKH,48
64897,AKH,49
64969,AKH,85
65297,AKH,223
65222,AKH,210
65193,AKH,197
64899,AKH,50
65053,AKH,127
65125,AKH,163
65055,AKH,128
65455,AKH,276
65261,AKH,217
64819,AKH,10
64971,AKH,86
65127,AKH,164
64821,AKH,11
64973,AKH,87
64901,AKH,51
64975,AKH,88
64977,AKH,89
65219,AKH,210
65306,AKH,224
65311,AKH,226
65057,AKH,129
65313,AKH,227
65059,AKH,130
65195,AKH,198
64903,AKH,52
65341,AKH,242
65129,AKH,165
65285,AKH,221
64979,AKH,90
64823,AKH,12
65246,AKH,214
64981,AKH,91
65343,AKH,243
65282,AKH,220
64983,AKH,92
65252,AKH,215
65061,AKH,131
65063,AKH,132
64905,AKH,53
65367,AKH,254
65393,AKH,267
65395,AKH,268
65397,AKH,269
65465,AKH,281
64825,AKH,13
65461,AKH,279
64907,AKH,54
65315,AKH,228
65131,AKH,166
65443,AKH,270
64827,AKH,14
64829,AKH,15
65447,AKH,272
65133,AKH,167
65065,AKH,133
64831,AKH,16
65067,AKH,134
64909,AKH,55
65449,AKH,273
65345,AKH,244
64985,AKH,93
65135,AKH,168
64987,AKH,94
64833,AKH,17
65197,AKH,199
65137,AKH,169
65069,AKH,135
65139,AKH,170
65427,AKH,171
65073,AKH,137
65317,AKH,229
65071,AKH,136
65075,AKH,138
65303,AKH,224
64911,AKH,56
64913,AKH,57
65467,AKH,282
65319,AKH,230
65199,AKH,200
65141,AKH,172
65143,AKH,173
64989,AKH,95
65077,AKH,139
64915,AKH,58
64835,AKH,18
64837,AKH,19
65145,AKH,174
65240,AKH,213
65237,AKH,213
65347,AKH,245
65361,AKH,251
65369,AKH,255
65371,AKH,256
65373,AKH,257
65377,AKH,259
65321,AKH,231
64917,AKH,59
65201,AKH,201
64919,AKH,60
64991,AKH,96
64921,AKH,61
65264,AKH,217
65453,AKH,275
64993,AKH,97
65457,AKH,277
64995,AKH,98
65079,AKH,140
64997,AKH,99
65323,AKH,232
65081,AKH,141
65149,AKH,175
65083,AKH,142
65228,AKH,211
65203,AKH,202
64999,AKH,100
64839,AKH,20
65276,AKH,219
65085,AKH,143
65387,AKH,264
65389,AKH,265
65391,AKH,266
65385,AKH,263
65243,AKH,214
64923,AKH,62
65151,AKH,176
65087,AKH,144
65205,AKH,203
65001,AKH,101
65231,AKH,212
64925,AKH,63
65089,AKH,145
65207,AKH,204
65153,AKH,177
64843,AKH,22
65325,AKH,233
64841,AKH,21
65267,AKH,218
64927,AKH,64
65327,AKH,234
65155,AKH,178
65003,AKH,102
65351,AKH,246
65091,AKH,146
65005,AKH,103
65007,AKH,104
65359,AKH,250
65363,AKH,252
65365,AKH,253
65157,AKH,179
65279,AKH,220
64845,AKH,23
65159,AKH,180
64929,AKH,65
65093,AKH,147
65329,AKH,235
65161,AKH,181
65291,AKH,222
65255,AKH,216
64847,AKH,24
64849,AKH,25
65234,AKH,212
64851,AKH,26
65331,AKH,236
65163,AKH,182
65300,AKH,223
65294,AKH,222
64931,AKH,66
65258,AKH,216
65009,AKH,105
64853,AKH,27
64933,AKH,67
65209,AKH,205
65165,AKH,183
65167,AKH,184
65011,AKH,106
65353,AKH,247
64935,AKH,68
64937,AKH,69
64855,AKH,28
65013,AKH,107
65211,AKH,206
65169,AKH,185
65171,AKH,186
65355,AKH,248
64939,AKH,70
65173,AKH,187
64941,AKH,71
65095,AKH,148
65015,AKH,108
64857,AKH,29
65175,AKH,188
65017,AKH,109
65273,AKH,219
65249,AKH,215
65177,AKH,189
65019,AKH,110
65451,AKH,274
65471,AKH,284
65357,AKH,249
65021,AKH,111
64859,AKH,30
65381,AKH,261
65383,AKH,262
65379,AKH,260
65375,AKH,258
65097,AKH,149
65179,AKH,190
64861,AKH,31
64943,AKH,72
65459,AKH,278
65213,AKH,207
64863,AKH,32
65099,AKH,150
65333,AKH,237
65473,AKH,285
64865,AKH,33
65101,AKH,151
65475,AKH,286
65023,AKH,112
65025,AKH,113
64945,AKH,73
64867,AKH,34
65181,AKH,191
65103,AKH,152
64869,AKH,35
65105,AKH,153
65027,AKH,114
64871,AKH,36
65270,AKH,218
65107,AKH,154
64873,AKH,37
64947,AKH,74
64875,AKH,38
64949,AKH,75
65183,AKH,192
65029,AKH,115
65109,AKH,155
65031,AKH,116
65335,AKH,238
65185,AKH,193
65215,AKH,208
65217,AKH,209
64951,AKH,76
64877,AKH,39
65477,AKH,287
64953,AKH,77
67184,DOM,40
67186,DOM,41
67108,DOM,2
67484,DOM,190
67410,DOM,153
67522,DOM,209
67524,DOM,210
67412,DOM,154
67414,DOM,155
67190,DOM,43
67192,DOM,44
67486,DOM,191
67488,DOM,192
67110,DOM,3
67112,DOM,4
67416,DOM,156
67194,DOM,45
67114,DOM,5
67116,DOM,6
67526,DOM,211
67118,DOM,7
67258,DOM,77
67196,DOM,46
67334,DOM,115
67528,DOM,212
67120,DOM,8
67418,DOM,157
67260,DOM,78
67262,DOM,79
67580,DOM,238
67264,DOM,80
67122,DOM,9
67266,DOM,81
67268,DOM,82
67336,DOM,116
67654,DOM,275
67656,DOM,276
67124,DOM,10
67582,DOM,239
67198,DOM,47
67200,DOM,48
67420,DOM,158
67202,DOM,49
67126,DOM,11
67530,DOM,213
67128,DOM,12
67490,DOM,193
67130,DOM,13
67270,DOM,83
67132,DOM,14
67272,DOM,84
67204,DOM,50
67274,DOM,85
67276,DOM,86
67206,DOM,51
67278,DOM,87
67208,DOM,52
67280,DOM,88
67282,DOM,89
67134,DOM,15
67422,DOM,159
67286,DOM,91
67136,DOM,16
67138,DOM,17
67140,DOM,18
67288,DOM,92
67338,DOM,117
67340,DOM,118
67342,DOM,119
67290,DOM,93
67344,DOM,120
67346,DOM,121
67664,DOM,280
67532,DOM,214
67636,DOM,266
67638,DOM,267
67640,DOM,268
67642,DOM,269
67352,DOM,124
67292,DOM,94
67424,DOM,160
67426,DOM,161
67428,DOM,162
67492,DOM,194
67354,DOM,125
67356,DOM,126
67358,DOM,127
67142,DOM,19
67430,DOM,163
67534,DOM,215
67360,DOM,128
67362,DOM,129
67364,DOM,130
67494,DOM,195
67432,DOM,164
67434,DOM,165
67536,DOM,216
67496,DOM,196
67366,DOM,131
67144,DOM,20
67538,DOM,217
67584,DOM,240
67146,DOM,21
67210,DOM,53
67540,DOM,218
67542,DOM,219
67212,DOM,54
67148,DOM,22
67612,DOM,254
67614,DOM,255
67616,DOM,256
67618,DOM,257
67586,DOM,241
67368,DOM,132
67370,DOM,133
67498,DOM,197
67544,DOM,220
67500,DOM,198
67294,DOM,95
67546,DOM,221
67548,DOM,222
67436,DOM,166
67106,DOM,1
67214,DOM,55
67658,DOM,277
67296,DOM,96
67372,DOM,134
67374,DOM,135
67376,DOM,136
67150,DOM,23
67298,DOM,97
67152,DOM,24
67438,DOM,167
67154,DOM,25
67300,DOM,98
67302,DOM,99
67440,DOM,168
67442,DOM,169
67444,DOM,170
67156,DOM,26
67446,DOM,171
67448,DOM,172
67652,DOM,274
67588,DOM,242
67590,DOM,243
67592,DOM,244
67594,DOM,245
67596,DOM,246
67216,DOM,56
67158,DOM,27
67550,DOM,223
67628,DOM,262
67630,DOM,263
67632,DOM,264
67634,DOM,265
67552,DOM,224
67502,DOM,199
67452,DOM,174
67220,DOM,58
67222,DOM,59
67454,DOM,175
67554,DOM,225
67648,DOM,272
67504,DOM,200
67160,DOM,28
67224,DOM,60
67378,DOM,137
67556,DOM,226
67162,DOM,29
67304,DOM,100
67456,DOM,176
67604,DOM,250
67606,DOM,251
67608,DOM,252
67610,DOM,253
67558,DOM,227
67226,DOM,61
67506,DOM,201
67458,DOM,177
67660,DOM,278
67380,DOM,138
67508,DOM,202
67382,DOM,139
67306,DOM,101
67228,DOM,62
67230,DOM,63
67308,DOM,102
67510,DOM,203
67384,DOM,140
67232,DOM,64
67164,DOM,30
67460,DOM,178
67166,DOM,31
67386,DOM,141
67234,DOM,65
67168,DOM,32
67170,DOM,33
67172,DOM,34
67310,DOM,103
67174,DOM,35
67512,DOM,204
67560,DOM,228
67388,DOM,142
67562,DOM,229
67390,DOM,143
67392,DOM,144
67564,DOM,230
67394,DOM,145
67514,DOM,205
67236,DOM,66
67462,DOM,179
67566,DOM,231
67312,DOM,104
67568,DOM,232
67464,DOM,180
67466,DOM,181
67396,DOM,146
67468,DOM,182
67314,DOM,105
67598,DOM,247
67620,DOM,258
67622,DOM,259
67624,DOM,260
67626,DOM,261
67470,DOM,183
67238,DOM,67
67516,DOM,206
67518,DOM,207
67644,DOM,270
67650,DOM,273
67240,DOM,68
67646,DOM,271
67472,DOM,184
67176,DOM,36
67242,DOM,69
67316,DOM,106
67318,DOM,107
67188,DOM,42
67284,DOM,90
67348,DOM,122
67350,DOM,123
67450,DOM,173
67218,DOM,57
67474,DOM,185
67570,DOM,233
67520,DOM,208
67662,DOM,279
67244,DOM,70
67246,DOM,71
67320,DOM,108
67178,DOM,37
67572,DOM,234
67180,DOM,38
67398,DOM,147
67476,DOM,186
67248,DOM,72
67322,DOM,109
67182,DOM,39
67574,DOM,235
67400,DOM,148
67478,DOM,187
67402,DOM,149
67324,DOM,110
67250,DOM,73
67576,DOM,236
67404,DOM,150
67406,DOM,151
67578,DOM,237
67252,DOM,74
67326,DOM,111
67480,DOM,188
67328,DOM,112
67408,DOM,152
67254,DOM,75
67600,DOM,248
67330,DOM,113
67482,DOM,189
67332,DOM,114
67256,DOM,76
67602,DOM,249
65433,AKH,251
65435,AKH,250
65437,AKH,252
65439,AKH,253
65441,AKH,254
